region,customer_name,total_sales,row_num,rank_val,dense_rank_val
Africa,Maureen Gastineau,2878.6980000000003,56,56,56
Africa,Bruce Degenhardt,2849.0879999999997,57,57,57
Africa,Rick Hansen,2832.96,58,58,58
Africa,Stewart Visinsky,2832.66,59,59,59
Africa,Clay Rozendal,2793.804,60,60,60
Africa,Joe Kamberova,2764.89,61,61,61
Africa,Mark Haberlin,2763.5999999999995,62,62,62
Africa,Ralph Arnett,2761.584,63,63,63
Africa,Ed Braxton,2720.37,64,64,64
Africa,Clay Ludtke,2712.1800000000003,65,65,65
Africa,Roger Demir,2698.2000000000003,66,66,66
Africa,Doug Bickford,2686.812,67,67,67
Africa,Anna Chung,2666.58,68,68,68
Africa,Gary Zandusky,2618.0099999999998,69,69,69
Africa,Tim Taslimi,2616.9899999999993,70,70,70
Africa,Patrick O'Donnell,2607.228,71,71,71
Africa,Rose O'Brian,2598.0000000000005,72,72,72
Africa,Tracy Blumstein,2541.369,73,73,73
Africa,Henia Zydlo,2525.25,74,74,74
Africa,Steve Carroll,2510.76,75,75,75
Africa,Cindy Chapman,2488.509,76,76,76
Africa,Guy Thornton,2474.64,77,77,77
Africa,Don Jones,2406.7200000000003,78,78,78
Africa,Neil Knudson,2395.35,79,79,79
Africa,Jay Kimmel,2350.422,80,80,80
Africa,Sean Christensen,2349.5699999999997,81,81,81
Africa,Roy Phan,2341.62,82,82,82
Africa,Jim Mitchum,2336.43,83,83,83
Africa,Nat Carroll,2280.54,84,84,84
Africa,Toby Ritter,2272.956,85,85,85
Africa,Jonathan Howell,2272.3139999999994,86,86,86
Africa,Denny Ordway,2260.932,87,87,87
Africa,Jack O'Briant,2254.47,88,88,88
Africa,Tom Ashbrook,2225.382,89,89,89
Africa,Barry Französisch,2216.1600000000003,90,90,90
Africa,Russell D'Ascenzo,2183.9579999999996,91,91,91
Africa,Arthur Prichep,2151.36,92,92,92
Africa,Charles McCrossin,2143.9500000000003,93,93,93
Africa,Steven Cartwright,2136.6839999999997,94,94,94
Africa,Aaron Bergman,2124.7799999999997,95,95,95
Africa,Tony Sayre,2116.098,96,96,96
Africa,Bryan Mills,2094.522,97,97,97
Africa,Cyma Kinney,2080.77,98,98,98
Africa,Randy Bradley,2079.486,99,99,99
Africa,Erica Bern,2074.17,100,100,100
Africa,Daniel Raglin,2065.4460000000004,101,101,101
Africa,Julia Barnett,2057.73,102,102,102
Africa,Alejandro Savely,2057.172,103,103,103
Africa,Natalie Fritzler,2029.689,104,104,104
Africa,Liz Willingham,2011.8149999999998,105,105,105
Africa,Alejandro Grove,1996.8000000000002,106,106,106
Africa,Filia McAdams,1993.95,107,107,107
Africa,Ed Ludwig,1973.8019999999997,108,108,108
Africa,Neil Ducich,1972.95,109,109,109
Africa,Jim Karlsson,1968.393,110,110,110
Africa,Mathew Reese,1961.9699999999998,111,111,111
Africa,Janet Martin,1956.8010000000002,112,112,112
Africa,Tim Brockman,1956.6900000000005,113,113,113
Africa,Nora Paige,1953.12,114,114,114
Africa,Jennifer Jackson,1951.98,115,115,115
Africa,Evan Minnotte,1922.85,116,116,116
Africa,Liz Carlisle,1910.082,117,117,117
Africa,Ann Steele,1906.6109999999999,118,118,118
Africa,Lindsay Castell,1904.8500000000004,119,119,119
Africa,Cathy Prescott,1888.2000000000003,120,120,120
Africa,Meg O'Connel,1883.8439999999996,121,121,121
Africa,Jesus Ocampo,1879.3799999999999,122,122,122
Africa,Lisa Ryan,1864.2599999999998,123,123,123
Africa,Evan Henry,1863.3600000000001,124,124,124
Africa,Eva Jacobs,1840.8600000000001,125,125,125
Africa,Hallie Redmond,1833.6299999999999,126,126,126
Africa,Damala Kotsonis,1830.7710000000002,127,127,127
Africa,Dorothy Dickinson,1823.9099999999996,128,128,128
Africa,Tracy Collins,1810.2419999999997,129,129,129
Africa,Cindy Stewart,1803.2400000000002,130,130,130
Africa,Erin Mull,1774.17,131,131,131
Africa,Harry Greene,1765.1699999999998,132,132,132
Africa,Dennis Kane,1764.0300000000002,133,133,133
Africa,Stephanie Ulpright,1763.9940000000001,134,134,134
Africa,Justin Hirsh,1762.0289999999998,135,135,135
Africa,Tom Boeckenhauer,1761.33,136,136,136
Africa,Thea Hudgings,1760.82,137,137,137
Africa,Eudokia Martin,1760.1000000000004,138,138,138
Africa,Christopher Schild,1740.99,139,139,139
Africa,Kean Thornton,1719.2640000000001,140,140,140
Africa,Bobby Elias,1718.949,141,141,141
Africa,Lena Creighton,1709.7179999999998,142,142,142
Africa,Chuck Sachs,1706.7029999999997,143,143,143
Africa,Ann Chong,1704.9420000000002,144,144,144
Africa,Anthony Rawles,1703.5259999999998,145,145,145
Africa,Lela Donovan,1703.1660000000002,146,146,146
Africa,Arthur Gainer,1699.4699999999998,147,147,147
Africa,Marc Harrigan,1685.34,148,148,148
Africa,Justin Deggeller,1678.6799999999998,149,149,149
Africa,Bruce Stewart,1676.4240000000002,150,150,150
Africa,Jennifer Braxton,1666.29,151,151,151
Africa,Shaun Chance,1648.0170000000003,152,152,152
Africa,Bryan Davis,1629.33,153,153,153
Africa,Liz Pelletier,1625.37,154,154,154
Africa,Liz MacKendrick,1615.98,155,155,155
Africa,Katherine Hughes,1614.7350000000001,156,156,156
Africa,Anthony Jacobs,1610.5739999999996,157,157,157
Africa,Ryan Crowe,1609.2749999999999,158,158,158
Africa,Carlos Daly,1602.609,159,159,159
Africa,Dave Hallsten,1586.9700000000003,160,160,160
Africa,Maya Herman,1578.834,161,161,161
Africa,Susan MacKendrick,1575.6419999999998,162,162,162
Africa,Ted Trevino,1572.33,163,163,163
Africa,Chris Cortes,1568.688,164,164,164
Africa,Bart Folk,1567.1399999999996,165,165,165
Africa,Bobby Odegard,1560.0,166,166,166
Africa,Michelle Arnett,1557.9509999999998,167,167,167
Africa,Erin Creighton,1537.101,168,168,168
Africa,Joseph Holt,1536.2999999999997,169,169,169
Africa,Philip Fox,1532.88,170,170,170
Africa,Sara Luxemburg,1518.03,171,171,171
Africa,Michelle Lonsdale,1514.16,172,172,172
Africa,Anna Andreadi,1502.6339999999996,173,173,173
Africa,Sample Company A,1493.3100000000002,174,174,174
Africa,Adam Bellavance,1481.7179999999998,175,175,175
Africa,Jim Radford,1479.6000000000001,176,176,176
Africa,Dan Campbell,1476.594,177,177,177
Africa,Adrian Hane,1476.03,178,178,178
Africa,Eugene Barchas,1474.287,179,179,179
Africa,Keith Herrera,1472.79,180,180,180
Africa,Eric Barreto,1462.11,181,181,181
Africa,Annie Zypern,1461.549,182,182,182
Africa,Tiffany House,1455.759,183,183,183
Africa,Shahid Collister,1445.64,184,184,184
Africa,Jonathan Doherty,1434.84,185,185,185
Africa,Rob Haberlin,1421.97,186,186,186
Africa,Scot Wooten,1420.08,187,187,187
Africa,Christopher Conant,1413.93,188,188,188
Africa,Richard Eichhorn,1410.717,189,189,189
Africa,Herbert Flentye,1410.54,190,190,190
Africa,Jocasta Rupert,1410.2310000000002,191,191,191
Africa,Kelly Lampkin,1402.152,192,192,192
Africa,Craig Leslie,1393.05,193,193,193
Africa,Ann Blume,1382.3700000000001,194,194,194
Africa,Charles Sheldon,1380.4379999999999,195,195,195
Africa,Shaun Weien,1379.4420000000002,196,196,196
Africa,Mark Cousins,1378.791,197,197,197
Africa,Giulietta Baptist,1373.4,198,198,198
Africa,Brendan Murry,1369.4400000000003,199,199,199
Africa,David Philippe,1365.3000000000002,200,200,200
Africa,Mitch Gastineau,1356.7800000000002,201,201,201
Africa,Katherine Murray,1355.8290000000002,202,202,202
Africa,Lori Olson,1348.26,203,203,203
Africa,Ken Lonsdale,1340.9219999999998,204,204,204
Africa,Dianna Wilson,1339.4759999999999,205,205,205
Africa,Steve Chapman,1335.6270000000002,206,206,206
Africa,Brosina Hoffman,1333.44,207,207,207
Africa,Nora Preis,1329.0539999999999,208,208,208
Africa,Brad Norvell,1325.6399999999999,209,209,209
Africa,Marc Crier,1323.3629999999998,210,210,210
Africa,Linda Southworth,1321.7579999999998,211,211,211
Africa,Sarah Bern,1320.1200000000001,212,212,212
Africa,Charlotte Melton,1316.7900000000002,213,213,213
Africa,Jack Lebron,1313.5140000000001,214,214,214
Africa,Katharine Harms,1310.634,215,215,215
Africa,Mike Kennedy,1309.23,216,216,216
Africa,Logan Currie,1308.3899999999999,217,217,217
Africa,Chad McGuire,1303.74,218,218,218
Africa,Hilary Holden,1296.48,219,219,219
Africa,Larry Tron,1279.1399999999999,220,220,220
Africa,Anthony Johnson,1278.1200000000001,221,221,221
Africa,James Galang,1273.446,222,222,222
Africa,Darrin Van Huff,1269.1409999999998,223,223,223
Africa,Eric Hoffmann,1243.7400000000002,224,224,224
Africa,Alex Russell,1243.6200000000001,225,225,225
Africa,Dianna Arnett,1236.96,226,226,226
Africa,Aaron Smayling,1235.9099999999999,227,227,227
Africa,Mary Zewe,1233.9810000000002,228,228,228
Africa,Maribeth Schnelling,1232.34,229,229,229
Africa,Kean Nguyen,1219.614,230,230,230
Africa,Corey Roper,1216.941,231,231,231
Africa,Jeremy Pistek,1212.558,232,232,232
Africa,Vivian Mathis,1209.75,233,233,233
Africa,Ed Jacobs,1204.1039999999998,234,234,234
Africa,Joy Daniels,1188.2369999999996,235,235,235
Africa,Toby Swindell,1173.15,236,236,236
Africa,Eric Murdock,1171.8539999999998,237,237,237
Africa,Thomas Thornton,1145.5320000000002,238,238,238
Africa,Joy Smith,1122.0900000000001,239,239,239
Africa,Shirley Daniels,1114.941,240,240,240
Africa,Grant Thornton,1112.6699999999998,241,241,241
Africa,Karl Braun,1109.2289999999998,242,242,242
Africa,Darren Powers,1107.99,243,243,243
Africa,Pierre Wener,1096.6499999999999,244,244,244
Africa,Dan Reichenbach,1090.3290000000002,245,245,245
Africa,Eugene Hildebrand,1086.336,246,246,246
Africa,Max Jones,1080.45,247,247,247
Africa,Juliana Krohn,1078.824,248,248,248
Africa,Patrick O'Brill,1075.7759999999998,249,249,249
Africa,Hunter Glantz,1056.372,250,250,250
Africa,David Flashing,1050.36,251,251,251
Africa,Sanjit Jacobs,1049.67,252,252,252
Africa,Sarah Foster,1047.8160000000003,253,253,253
Africa,Pauline Chand,1040.3700000000001,254,254,254
Africa,Sally Knutson,1032.18,255,255,255
Africa,Parhena Norris,1023.7199999999999,256,256,256
Africa,Brian Stugart,1015.41,257,257,257
Africa,Zuschuss Donatelli,1015.3259999999999,258,258,258
Africa,Ryan Akin,1011.987,259,259,259
Africa,Barbara Fisher,1008.6120000000001,260,260,260
Africa,Carol Darley,995.658,261,261,261
Africa,Dorris liebe,992.9459999999999,262,262,262
Africa,Craig Reiter,987.18,263,263,263
Africa,Muhammed Lee,984.504,264,264,264
Africa,Erica Hernandez,976.7640000000001,265,265,265
Africa,John Stevenson,973.377,266,266,266
Africa,Anemone Ratner,969.2399999999999,267,267,267
Africa,Lisa Hazard,968.8199999999999,268,268,268
Africa,Michael Moore,968.0699999999998,269,269,269
Africa,Speros Goranitis,967.341,270,270,270
Africa,Gary Hansen,967.2900000000001,271,271,271
Africa,Darrin Martin,964.68,272,272,272
Africa,Erin Smith,960.5699999999999,273,273,273
Africa,John Dryer,960.2460000000001,274,274,274
Africa,Roland Schwarz,959.46,275,275,275
Africa,Trudy Brown,956.58,276,276,276
Africa,Anna Häberlin,948.3179999999999,277,277,277
Africa,Frank Carlisle,946.1700000000001,278,278,278
Africa,Mike Pelletier,944.01,279,279,279
Africa,Mick Hernandez,942.2699999999999,280,280,280
Africa,Kean Takahito,938.9399999999999,281,281,281
Africa,Keith Dawkins,937.8299999999999,282,282,282
Africa,Brad Eason,937.77,283,283,283
Africa,Sarah Brown,935.9460000000001,284,284,284
Africa,Max Ludwig,935.58,285,285,285
Africa,Jeremy Lonsdale,927.18,286,286,286
Africa,Christine Sundaresam,926.64,287,287,287
Africa,Dan Lawera,925.77,288,288,288
Africa,Victoria Wilson,924.8100000000001,289,289,289
Africa,Carl Weiss,922.26,290,290,290
Africa,John Huston,920.721,291,291,291
Africa,Beth Thompson,915.1709999999999,292,292,292
Africa,Lynn Smith,913.311,293,293,293
Africa,Cynthia Delaney,909.9839999999999,294,294,294
Africa,Joel Jenkins,909.168,295,295,295
Africa,Neola Schneider,900.6959999999999,296,296,296
Africa,Luke Weiss,895.5539999999999,297,297,297
Africa,Jenna Caffey,892.8720000000001,298,298,298
Africa,Angele Hood,889.29,299,299,299
Africa,Sonia Sunley,884.46,300,300,300
Africa,Dario Medina,878.268,301,301,301
Africa,Joseph Airdo,872.163,302,302,302
Africa,Evan Bailliet,871.4100000000001,303,303,303
Africa,Karen Bern,869.25,304,304,304
Africa,Ricardo Emerson,868.863,305,305,305
Africa,Anne McFarland,867.96,306,306,306
Africa,Sylvia Foulston,867.75,307,307,307
Africa,Aleksandra Gannaway,867.1080000000001,308,308,308
Africa,Paul MacIntyre,862.9860000000001,309,309,309
Africa,Cari Schnelling,859.9200000000001,310,310,310
Africa,Stuart Van,857.49,311,311,311
Africa,Alyssa Crouse,840.819,312,312,312
Africa,Jack Garza,836.364,313,313,313
Africa,Dean Katz,822.6899999999999,314,314,314
Africa,Lena Hernandez,815.502,315,315,315
Africa,Bill Shonely,805.8600000000001,316,316,316
Africa,Pete Takahito,804.5999999999999,317,317,317
Africa,Andy Gerbode,803.736,318,318,318
Africa,Nicole Fjeld,800.616,319,319,319
Africa,Daniel Byrd,791.5199999999999,320,320,320
Africa,Jennifer Halladay,789.9,321,321,321
Africa,Sandra Glassco,787.7879999999999,322,322,322
Africa,Joy Bell-,784.2479999999998,323,323,323
Africa,Nick Crebassa,781.9409999999999,324,324,324
Africa,Shui Tom,776.8499999999999,325,325,325
Africa,Anna Gayman,774.669,326,326,326
Africa,Bradley Nguyen,772.5600000000001,327,327,327
Africa,Anthony Garverick,769.6499999999999,328,328,328
Africa,Matt Collins,760.14,329,329,329
Africa,Neil Französisch,754.7099999999999,330,330,330
Africa,Corey-Lock,754.497,331,331,331
Africa,Joni Sundaresam,753.9119999999999,332,332,332
Africa,Theone Pippenger,748.269,333,333,333
Africa,Peter McVee,745.8900000000001,334,334,334
Africa,Sean Wendt,743.394,335,335,335
Africa,Larry Blacks,743.01,336,336,336
Africa,Cynthia Arntzen,742.467,337,337,337
Africa,Duane Noonan,733.296,338,338,338
Africa,Maribeth Dona,732.51,339,339,339
Africa,John Lee,731.955,340,340,340
Africa,Duane Benoit,728.28,341,341,341
Africa,Skye Norling,728.1059999999999,342,342,342
Africa,Delfina Latchford,716.0099999999999,343,343,343
Africa,Sanjit Chand,715.932,344,344,344
Africa,Jill Matthias,715.413,345,345,345
Africa,Dennis Pardue,714.24,346,346,346
Africa,Peter Fuller,713.37,347,347,347
Africa,Michael Oakman,711.72,348,348,348
Africa,Toby Braunhardt,710.0699999999999,349,349,349
Africa,Jeremy Farry,709.0649999999998,350,350,350
Africa,Raymond Messe,708.6,351,351,351
Africa,Janet Molinari,707.7119999999999,352,352,352
Africa,Bill Eplett,704.9190000000001,353,353,353
Africa,Karen Carlisle,699.114,354,354,354
Africa,Barry Franz,698.76,355,355,355
Africa,John Murray,697.1279999999999,356,356,356
Africa,Noel Staavos,692.2860000000002,357,357,357
Africa,James Lanier,691.05,358,358,358
Africa,Darrin Sayre,690.3,359,359,359
Africa,Randy Ferguson,688.056,360,360,360
Africa,Michelle Moray,686.2260000000001,361,361,361
Africa,Fred Wasserman,682.71,362,362,362
Africa,Jason Fortune-,680.3519999999999,363,363,363
Africa,Thais Sissman,675.9899999999999,364,364,364
Africa,Mitch Willingham,673.932,365,365,365
Africa,Art Ferguson,672.1200000000001,366,366,366
Africa,Michael Stewart,671.9639999999999,367,367,367
Africa,Charles Crestani,671.5799999999999,368,368,368
Africa,Amy Cox,669.0,369,369,369
Africa,Sheri Gordon,666.36,370,370,370
Africa,Muhammed MacIntyre,663.945,371,371,371
Africa,Deborah Brumfield,661.47,372,372,372
Africa,Andy Yotov,660.342,373,373,373
Africa,Craig Carreira,657.78,374,374,374
Africa,Dionis Lloyd,654.888,375,375,375
Africa,Grace Kelly,649.1010000000001,376,376,376
Africa,Theresa Swint,646.53,377,377,377
Africa,Julia West,644.4300000000001,378,378,378
Africa,Eugene Moren,638.811,379,379,379
Africa,Matthew Clasen,636.06,380,380,380
Africa,Erica Hackney,635.5049999999999,381,381,381
Africa,Mark Van Huff,635.3100000000001,382,382,382
Africa,Nicole Brennan,632.4570000000001,383,383,383
Africa,Dave Brooks,630.1320000000001,384,384,384
Africa,Craig Molinari,627.306,385,385,385
Africa,Julie Kriz,624.15,386,386,386
Africa,Pauline Johnson,622.842,387,387,387
Africa,Jamie Kunitz,620.64,388,388,388
Africa,Justin Ritter,616.47,389,389,389
Africa,Sung Chung,613.74,390,390,390
Africa,Jim Epp,612.432,391,391,391
Africa,Steven Ward,609.48,392,392,392
Africa,Harold Pawlan,608.25,393,393,393
Africa,Rick Duston,607.5600000000001,394,394,394
Africa,Ken Brennan,606.8879999999999,395,395,395
Africa,Tom Prescott,605.508,396,396,396
Africa,Edward Hooks,605.1539999999999,397,397,397
Africa,Cyra Reiten,600.27,398,398,398
Africa,John Lucas,599.232,399,399,399
Africa,Gary McGarr,594.846,400,400,400
Africa,Brian Derr,592.5510000000003,401,401,401
Africa,Tamara Chand,588.4740000000002,402,402,402
Africa,Rick Huthwaite,585.8879999999999,403,403,403
Africa,Sandra Flanagan,585.549,404,404,404
Africa,Thomas Seio,584.34,405,405,405
Africa,Ben Peterman,581.1660000000002,406,406,406
Africa,Patrick Jones,580.317,407,407,407
Africa,Mary O'Rourke,580.098,408,408,408
Africa,Jay Fein,575.43,409,409,409
Africa,Debra Catini,573.8399999999999,410,410,410
Africa,Katrina Edelman,572.04,411,411,411
Africa,MaryBeth Skach,569.6700000000001,412,412,412
Africa,Christina DeMoss,567.1800000000001,413,413,413
Africa,Giulietta Weimer,565.0590000000001,414,414,414
Africa,Laura Armstrong,559.26,415,415,415
Africa,Matt Abelman,558.4499999999999,416,416,416
Africa,Maureen Gnade,557.64,417,417,417
Africa,Christopher Martinez,553.1940000000001,418,418,418
Africa,Kelly Williams,548.8199999999999,419,419,419
Africa,Rob Williams,546.0,420,420,420
Africa,Vicky Freymann,543.36,421,421,421
Africa,Bobby Trafton,541.3679999999999,422,422,422
Africa,Alyssa Tate,540.9,423,423,423
Africa,Amy Hunt,539.49,424,424,424
Africa,Justin MacKendrick,534.78,425,425,425
Africa,Pete Kriz,533.52,426,426,426
Africa,Carlos Soltero,533.3399999999999,427,427,427
Africa,Pamela Stobb,530.64,428,428,428
Africa,Cathy Hwang,528.282,429,429,429
Africa,Thomas Boland,527.85,430,430,430
Africa,Tom Stivers,523.3199999999999,431,431,431
Africa,Greg Matthias,522.15,432,432,432
Africa,Sally Hughsby,520.617,433,433,433
Africa,Patrick Ryan,518.274,434,434,434
Africa,Max Engle,514.845,435,435,435
Africa,Chad Cunningham,513.12,436,436,436
Africa,Alex Grayson,512.865,437,437,437
Africa,Pauline Webber,507.984,438,438,438
Africa,Barry Blumstein,507.36,439,439,439
Africa,Lycoris Saunders,505.49099999999993,440,440,440
Africa,Sue Ann Reed,505.31399999999996,441,441,441
Africa,Sung Pak,503.49600000000004,442,442,442
Africa,Joel Eaton,499.23,443,443,443
Africa,Andrew Allen,496.61999999999995,444,444,444
Africa,Marina Lichtenstein,496.5,445,445,445
Africa,Sung Shariari,489.33,446,446,446
Africa,Brian Thompson,481.98,447,447,447
Africa,Paul Gonzalez,481.44,448,448,448
Africa,Matt Collister,481.05,449,449,449
Africa,Bill Overfelt,476.904,450,450,450
Africa,Greg Maxwell,474.53999999999996,451,451,451
Africa,Trudy Glocke,468.942,452,452,452
Africa,Andrew Gjertsen,468.69000000000005,453,453,453
Africa,Roy Skaria,466.65,454,454,454
Africa,Chad Sievert,465.51,455,455,455
Africa,Elpida Rittenbach,464.52,456,456,456
Africa,Susan Gilcrest,458.988,457,457,457
Africa,Patrick Gardner,458.82,458,458,458
Africa,Mark Hamilton,456.171,459,459,459
Africa,Michelle Huthwaite,450.432,460,460,460
Africa,Tony Chapman,446.9099999999999,461,461,461
Africa,Helen Wasserman,442.614,462,462,462
Africa,Dorothy Wardle,435.354,463,463,463
Africa,Adam Shillingsburg,435.20399999999995,464,464,464
Africa,Alice McCarthy,434.24699999999996,465,465,465
Africa,Carol Adams,434.079,466,466,466
Africa,Nathan Gelder,429.909,467,467,467
Africa,Stephanie Phelps,429.015,468,468,468
Africa,Brian DeCherney,428.337,469,469,469
Africa,Jasper Cacioppo,427.455,470,470,470
Africa,Katrina Willman,427.28999999999996,471,471,471
Africa,Thomas Brumley,424.74,472,472,472
Africa,Anne Pryor,423.459,473,473,473
Africa,Maria Etezadi,418.638,474,474,474
Africa,Sibella Parks,418.32,475,475,475
Africa,Rick Bensley,418.05,476,476,476
Africa,Theresa Coyne,416.25,477,477,477
Africa,Philisse Overcash,414.9780000000001,478,478,478
Africa,Bart Pistole,413.73599999999993,479,479,479
Africa,Allen Goldenen,413.2860000000001,480,480,480
Africa,Brooke Gillingham,412.8,481,481,481
Africa,Arthur Wiediger,412.365,482,482,482
Africa,Carl Jackson,411.63,483,483,483
Africa,Bart Watters,410.90999999999997,484,484,484
Africa,Corinna Mitchell,410.88,485,485,485
Africa,Sam Zeldin,408.21000000000004,486,486,486
Africa,Kelly Andreada,407.60400000000004,487,487,487
Africa,Kristen Hastings,403.89000000000004,488,488,488
Africa,Benjamin Farhat,398.919,489,489,489
Africa,Troy Staebel,396.84,490,490,490
Africa,Philip Brown,393.639,491,491,491
Africa,Candace McMahon,392.274,492,492,492
Africa,Christina VanderZanden,386.7030000000001,493,493,493
Africa,Victoria Brennan,386.31,494,494,494
Africa,Ralph Kennedy,383.55000000000007,495,495,495
Africa,Michael Chen,383.25,496,496,496
Africa,Dean percer,381.71999999999997,497,497,497
Africa,George Bell,375.47999999999996,498,498,498
Africa,Shirley Schmidt,373.40999999999997,499,499,499
Africa,Matt Hagelstein,372.39,500,500,500
Africa,Andrew Roberts,370.28999999999996,501,501,501
Africa,Dean Braden,370.161,502,502,502
Africa,Ivan Liston,368.238,503,503,503
Africa,Erica Smith,366.774,504,504,504
Africa,Allen Armold,366.01199999999994,505,505,505
Africa,Katherine Ducich,363.81,506,506,506
Africa,Natalie DeCherney,360.68999999999994,507,507,507
Africa,Greg Hansen,359.775,508,508,508
Africa,Phillip Flathmann,357.276,509,509,509
Africa,Nat Gilpin,357.12,510,510,510
Africa,Daniel Lacy,355.857,511,511,511
Africa,Luke Foster,351.75,512,512,512
Africa,Joni Blumstein,351.138,513,513,513
Africa,Gene Hale,345.942,514,514,514
Africa,Odella Nelson,345.636,515,515,515
Africa,Mike Caudle,344.94,516,516,516
Africa,Michael Kennedy,344.913,517,517,517
Africa,Meg Tillman,342.99,518,518,518
Africa,Penelope Sewall,341.43,519,519,519
Africa,Brian Moss,340.66200000000003,520,520,520
Africa,Chuck Magee,340.59000000000003,521,521,521
Africa,Ken Heidel,339.6,522,522,522
Africa,Noah Childs,339.48,523,523,523
Africa,David Kendrick,333.9,524,524,524
Africa,Denise Monton,333.21,525,525,525
Africa,Ricardo Sperren,331.62,526,526,526
Africa,Harold Ryan,330.75,527,527,527
Africa,Laurel Workman,328.8419999999999,528,528,528
Africa,Todd Sumrall,328.416,529,529,529
Africa,Frank Merwin,327.05999999999995,530,530,530
Africa,Andy Reiter,325.53000000000003,531,531,531
Africa,Carl Ludwig,324.90900000000005,532,532,532
Africa,Clay Cheatham,321.48,533,533,533
Africa,Christina Anderson,321.3,534,534,534
Africa,Kristina Nunn,317.7,535,535,535
Africa,John Castell,313.91100000000006,536,536,536
Africa,Larry Hughes,312.282,537,537,537
Africa,Todd Boyes,309.942,538,538,538
Africa,Nick Radford,305.235,539,539,539
Africa,Melanie Seite,304.92,540,540,540
Africa,Xylona Preis,303.468,541,541,541
Africa,Heather Kirkland,301.77,542,542,542
Africa,Matthew Grinstein,301.71,543,543,543
Africa,Robert Waldorf,295.071,544,544,544
Africa,Emily Phan,294.99,545,545,545
Africa,Michael Paige,294.54299999999995,546,546,546
Africa,Lena Cacioppo,293.661,547,547,547
Africa,Karen Ferguson,291.402,548,548,548
Africa,Nathan Cano,288.108,549,549,549
Africa,Tracy Poddar,284.42999999999995,550,550,550
Africa,Tony Molinari,283.68,551,551,551
Africa,Ruben Dartt,278.76300000000003,552,552,552
Africa,Sanjit Engle,271.65,553,553,553
Africa,Phillip Breyer,269.81100000000004,554,554,554
Africa,Ben Ferrer,267.84000000000003,555,555,555
Africa,Rob Beeghly,266.70599999999996,556,556,556
Africa,Vivek Gonzalez,266.16,557,557,557
Africa,Jim Sink,262.68,558,558,558
Africa,Craig Yedwab,262.224,559,559,559
Africa,Denny Joy,261.84000000000003,560,560,560
Africa,Paul Lucas,261.09000000000003,561,561,561
Africa,Christine Kargatis,258.615,562,562,562
Africa,Harry Marie,258.54,563,563,563
Africa,Patrick Bzostek,254.052,564,564,564
